：“	;q
百口莫辩	bkmb
禀明	bkmk
病魔	bkmo
不可名状	bkmv
并没	bkmw
不可磨灭	bkmm
不可能	bkng
不可能的	bknd
不可能吧	bknb
并排	bkpd
不可偏废	bkpf
不靠谱	bkpu
兵器	bkqi
不可企及	bkqj
病情	bkqk
并且	bkqp
冰球	bkqq
兵权	bkqr
病人	bkrf
不堪入耳	bkre
不堪入目	bkrm
病容	bkrs
并入	bkru
宾客如云	bkry
病死	bksi
不看僧面看佛面	bksm
不可思议	bksy
病痛	bkts
冰糖	bkth
病榻	bkta
病态	bktd
兵团	bktr
病退	bktv
不可同日而语	bkty
冰上	bkuh
病逝	bkui
冰山	bkuj
冰霜	bkul
别开生面	bkum
兵书	bkuu
冰水	bkuv
不堪设想	bkux
病症	bkvg
冰镇	bkvf
冰柱	bkvu
不可捉摸	bkvm
并无	bkwu
并未	bkww
并网	bkwh
不开心	bkxb
并行	bkxk
冰箱	bkxl
冰鞋	bkxp
屏息	bkxi
不可小觑	bkxq
冰雪	bkxt
不可信其无	bkxw
不可想象	bkxx
不可以吗	bkym
病因	bkyb
不可以的	bkyd
不可言传	bkyi
不堪一击	bkyj
兵营	bkyk
并用	bkys
并于	bkyu
不可言状	bkyv
不可逾越	bkyy
并有	bkyz
并在	bkzd
不可造次	bkzc
饼子	bkzi
不离不弃	blbq
波澜不惊	blbj
不伦不类	blbl
表里不一	blby
不冷不热	blbr
白萝卜	blbo
奔流不息	blbx
不理睬	blcd
不吝赐教	blcj
便利店	bldm
波罗的海	bldh
白兰地	bldi
薄利多销	bldx
不劳而获	bleh
别浪费	blfw
不露锋芒	blfm
不良反应	blfy
拨乱反正	blfv
别浪费了	blfl
巴拉圭	blgv
博览会	blhv
碧螺春	bliy
百炼成钢	blig
鬓乱钗横	blih
半路出家	blij
兵临城下	blix
不了解	bljp
兵来将挡	bljd
濒临绝境	bljj
不良记录	bljl
八路军	bljy
本来就是	blju
不离开	blkd
不落窠臼	blkj
暴力抗法	blkf
不聊了	blle
筚路蓝缕	blll
不了了之	bllv
爆冷门	blmf
本来面目	blmm
菠萝蜜	blmi
舶来品	blpb
步履蹒跚	blpu
保龄球	blqq
不留情面	blqm
壁立千仞	blqr
博览群书	blqu
表里如一	blry
病来如山倒	blrd
壁垒森严	blsy
布鲁塞尔	blse
巴勒斯坦	blst
柏拉图	bltu
百里挑一	blty
白里透红	blth
比利时	blui
不露声色	blus
避雷针	blvf
不吝指教	blvj
波澜壮阔	blvk
别来这一套	blvt
逼良为娼	blwi
步履维艰	blwj
包罗万象	blwx
别来无恙	blwy
半老徐娘	blxn
不利于	blyu
不留余地	blyd
本来以为	blyw
布朗族	blzu
不良资产	blzi
不明不白	bmbb
编报	bmbc
辩驳	bmbo
辨别	bmbp
遍布	bmbu
便便	bmbm
辩才	bmcd
鞭策	bmce
辩词	bmci
便餐	bmcj
变大	bmda
编导	bmdc
变得	bmde
便当	bmdh
遍地	bmdi
扁担	bmdj
编订	bmdk
变调	bmdn
变动	bmds
编队	bmdv
扁豆	bmdz
匾额	bmee
不谋而合	bmeh
变法	bmfa
边锋	bmfg
边防	bmfh
便饭	bmfj
蝙蝠	bmfu
变革	bmge
变更	bmgg
边关	bmgr
变故	bmgu
变卦	bmgx
编号	bmhc
变坏	bmhk
变换	bmhr
辩护	bmhu
变回	bmhv
变化	bmhx
变差	bmia
便车	bmie
变成	bmig
边陲	bmiv
变长	bmih
鞭笞	bmii
便捷	bmjp
编辑	bmji
边境	bmjk
边疆	bmjl
边检	bmjm
编剧	bmju
便可	bmke
变快	bmkk
边框	bmkl
变老	bmlc
变了	bmle
变冷	bmlg
便利	bmli
遍历	bmli
变量	bmll
八面来风	bmlf
变脸	bmlm
辩论	bmly
编码	bmma
便民	bmmb
边贸	bmmc
变卖	bmmd
边门	bmmf
便秘	bmmi
变慢	bmmj
辨明	bmmk
本命年	bmnm
班门弄斧	bmnf
不瞒你说	bmnu
便溺	bmnn
编内	bmnw
变暖	bmnr
变频	bmpb
鞭炮	bmpc
编排	bmpd
变盘	bmpj
扁平	bmpk
变强	bmql
变迁	bmqm
扁鹊	bmqt
编曲	bmqu
不谋其政	bmqv
边卡	bmqx
辨认	bmrf
编入	bmru
边塞	bmsd
变色	bmse
闭门思过	bmsg
变速	bmsu
贬损	bmsy
变态	bmtd
鞭挞	bmta
变体	bmti
变天	bmtm
便条	bmtn
变通	bmts
变身	bmuf
边上	bmuh
变数	bmuu
辨识	bmui
表面上看	bmuk
不毛之地	bmvd
编者	bmve
变阵	bmvf
辩证	bmvg
编制	bmvi
变招	bmvc
便装	bmvl
编撰	bmvr
变种	bmvs
编著	bmvu
百忙之中	bmvv
不明真相	bmvx
北美洲	bmvz
笔墨纸砚	bmvy
不买账	bmvh
编外	bmwd
变温	bmwf
编舞	bmwu
表面文章	bmwv
变为	bmww
白马王子	bmwz
变心	bmxb
宝马香车	bmxi
变形	bmxk
编修	bmxq
变相	bmxl
变现	bmxm
变小	bmxn
编写	bmxp
表面现象	bmxx
变压	bmya
遍野	bmye
编印	bmyb
变样	bmyh
变异	bmyi
边沿	bmyj
边缘	bmyr
兵马俑	bmys
便于	bmyu
便有	bmyz
不名一钱	bmyq
不名一文	bmyw
编造	bmzc
辫子	bmzi
变作	bmzo
编纂	bmzr
编组	bmzu
不鸣则已	bmzy
表白	bnbd
标本	bnbf
标榜	bnbh
标兵	bnbk
标靶	bnba
不男不女	bnbn
百年不遇	bnby
表层	bncg
表达	bnda
本年度	bndu
表带	bndd
表弟	bndi
表单	bndj
标点	bndm
不耐烦	bnfj
表格	bnge
表功	bngs
彪悍	bnhj
裱糊	bnhu
百年好合	bnhh
标出	bniu
飙车	bnie
百鸟朝凤	bnif
标尺	bnii
不念旧恶	bnje
标记	bnji
表姐	bnjp
表决	bnjt
镖局	bnju
标价	bnjx
不难看出	bnki
表露	bnlu
表链	bnlm
表里	bnli
巴拿马	bnma
表明	bnmk
表面	bnmm
表妹	bnmw
表内	bnnw
百年难遇	bnny
表皮	bnpi
标配	bnpw
标牌	bnpd
表亲	bnqb
表情	bnqk
标枪	bnql
标签	bnqm
表嫂	bnsc
饱暖思淫欲	bnsy
标题	bnti
表态	bntd
表头	bntz
表示	bnui
飙升	bnug
表率	bnuk
表述	bnuu
标准	bnvy
表针	bnvf
表彰	bnvh
标志	bnvi
表征	bnvg
标注	bnvu
表外	bnwd
表现	bnxm
笨鸟先飞	bnxf
表形	bnxk
表象	bnxl
表兄	bnxs
不难想象	bnxx
表演	bnyj
表页	bnye
表扬	bnyh
标语	bnyu
标有	bnyz
婊子	bnzi
不能自拔	bnzb
不能自已	bnzy
标杆	bngj
博爱	boai
播报	bobc
薄冰	bobk
伯伯	bobo
菠菜	bocd
拨打	boda
波导	bodc
博得	bode
剥掉	bodn
剥夺	bodo
波段	bodr
波动	bods
搏斗	bodz
波恩	boen
播发	bofa
播放	bofh
伯父	bofu
脖梗	bogg
剥光	bogl
拨号	bohc
渤海	bohd
薄荷	bohe
驳回	bohv
波黑	bohw
播出	boiu
波长	boih
驳斥	boii
泊车	boie
波及	boji
跛脚	bojn
薄酒	bojq
伯爵	bojt
拨开	bokd
博客	boke
拨款	bokr
柏林	bolb
伯乐	bole
波浪	bolh
玻璃	boli
波澜	bolj
菠萝	bolo
搏命	bomk
薄面	bomm
伯母	bomu
拨弄	bons
剥皮	bopi
博取	boqu
勃起	boqi
薄情	boqk
般若	bore
薄弱	boro
播送	boss
播撒	bosa
波斯	bosi
波涛	botc
拨通	bots
搏杀	boua
博士	boui
波折	bove
播种	bovs
波纹	bowf
泊位	boww
剥削	boxt
剥下	boxx
波形	boxk
博弈	boyi
播音	boyb
播映	boyk
脖子	bozi
脖子上	bozi
跛足	bozu
别把	bpba
不偏不倚	bpby
不怕不识货	bpbh
别的	bpde
别动	bpds
别逗	bpdz
别管	bpgr
别国	bpgo
不平衡	bphg
别号	bphc
别慌	bphl
别后	bphz
别吵	bpic
别称	bpig
别处	bpiu
别急	bpji
蹩脚	bpjn
别家	bpjx
别克	bpke
别看	bpkj
别哭	bpku
别离	bpli
别来	bpld
别了	bple
杯盘狼藉	bplj
别论	bply
别忙	bpmh
憋闷	bpmf
别名	bpmk
不怕没柴烧	bpmu
别扭	bpnq
别闹	bpnc
别弄	bpns
别怕	bppa
别跑	bppc
别碰	bppg
憋气	bpqi
别去	bpqu
别人	bprf
别让	bprh
憋死	bpsi
瘪三	bpsj
别提	bpti
别傻	bpua
别上	bpuh
别说	bpuo
别墅	bpuu
别手	bpuz
别致	bpvi
憋着	bpve
别针	bpvf
别忘	bpwh
别问	bpwf
别为	bpww
别想	bpxl
别笑	bpxn
别用	bpys
别样	bpyh
白跑一趟	bpyt
不怕一万	bpyw
不怕一万，就怕万一	bpyy
别再	bpzd
别字	bpzi
憋足	bpzu
别走	bpzz
不欺暗室	bqau
不清不楚	bqbi
不屈不挠	bqbn
不确定	bqdk
不确定性	bqdx
不期而至	bqev
不期而遇	bqey
薄情寡义	bqgy
不清楚	bqiu
冰淇淋	bqlb
兵强马壮	bqmv
屏气凝神	bqnu
不求人	bqrf
避其锐气	bqrq
鼻青脸肿	bqlv
版权所有	bqsy
包青天	bqtm
不切实际	bquj
不情之请	bqvq
不求有功	bqyg
冰清玉洁	bqyj
不起作用	bqzy
不请自来	bqzl
不仁不义	brby
勃然变色	brbs
不认得	brde
不然的话	brdh
勃然大怒	brdn
不容分说	brfu
病入膏肓	brgh
不容忽视	brhu
步人后尘	brhi
不入虎穴	brhx
不入虎穴，焉得虎子	brhz
不容乐观	brlg
白日梦	brmg
被人卖了还帮着数钱	brmq
哺乳期	brqi
不如退而结网	brtw
不认识	brui
比如说	bruo
不辱使命	brum
步入正轨	brvg
不忍直视	brvu
不容置喙	brvh
不容置疑	brvy
兵戎相见	brxj
包容性	brxk
不容许	brxu
不容小觑	brxq
不容易	bryi
不容有失	bryu
不如意事常八九	bryj
不忍卒读	brzd
白日做梦	brzm
半死不活	bsbh
百思不解	bsbj
不死不休	bsbx
不三不四	bsbs
不思悔改	bshg
不思进取	bsjq
白色恐怖	bskb
变色龙	bsls
巴塞罗那	bsln
波斯尼亚	bsny
比死人多口气	bsrq
不算数	bsuu
不速之客	bsvk
波斯湾	bswj
必死无疑	bswy
不死心	bsxb
不痛不痒	btby
半推半就	btbj
不吐不快	btbk
笨头笨脑	btbn
不太懂	btds
八抬大轿	btdj
白头到老	btdl
不停的说	btdu
不同的人	btdr
半途而废	btef
白头发	btfa
不同凡响	btfx
不同凡俗	btfs
不太好	bthc
白天黑夜	bthy
冰糖葫芦	bthl
不提倡	btih
不同程度	btid
不同程度上	btiu
不推荐	btjm
不太可能	btkn
不太了解	btlj
遍体鳞伤	btlu
不太理想	btlx
拜托了	btle
不听老人言	btly
不听老人言，吃亏在眼前	btlq
半透明	btmk
不太明白	btmb
悲天悯人	btmr
趵突泉	btqr
不太清楚	btqi
暴跳如雷	btrl
扁桃体	btti
抱头痛哭	bttk
暴殄天物	bttw
半桶水	btuv
抱头鼠窜	btuc
遍体生寒	btuh
不同之处	btvi
不同政见	btvj
白头翁	btwg
冰天雪地	btxd
白头偕老	btxl
波涛汹涌	btxy
不同寻常	btxi
不同意	btyi
不同于	btyu
悲痛欲绝	btyj
不太一样	btyy
不提也罢	btyb
不安	buan
不是吧	buba
不败	bubd
不笨	bubf
不必	bubi
补办	bubj
步兵	bubk
百试百灵	bubl
不变	bubm
半身不遂	bubs
半生不熟	bubu
不备	bubw
不声不响	bubx
比上不足，比下有余	buby
比上不足	bubz
不错	buco
不测	buce
不曾	bucg
补仓	buch
不辞	buci
不大	buda
不到	budc
布袋	budd
不得	bude
不等	budg
不当	budh
不敌	budi
不但	budj
补丁	budk
不多	budo
不断	budr
不懂	buds
不对	budv
不都	budz
步调	budn
不饿	buee
不二	buer
步伐	bufa
部分	buff
不妨	bufh
不凡	bufj
不符	bufu
不菲	bufw
不守妇道	bufd
饱受非议	bufy
不够	bugz
不管	bugr
不高	bugc
不该	bugd
不跟	bugf
不敢	bugj
不怪	bugk
不光	bugl
不过	bugo
不顾	bugu
不贵	bugv
不给	bugw
不公	bugs
卜卦	bugx
不好	buhc
不识好歹	buhd
不和	buhe
不很	buhf
班师回朝	buhi
不含	buhj
不坏	buhk
不慌	buhl
捕获	buho
不还	buhr
不会	buhv
不识好人心	buhx
白山黑水	buhu
办事处	buiu
不差	buia
不成	buig
补偿	buih
不迟	buii
补充	buis
杯水车薪	buix
不愁	buiz
不是吃素的	buid
不仅	bujb
不急	buji
布景	bujk
部件	bujm
不解	bujp
不久	bujq
不觉	bujt
布局	buju
不胜酒力	bujl
备受煎熬	buja
补考	bukc
不肯	bukf
布控	buks
宝山空回	bukh
不堪	bukj
不快	bukk
百事可乐	bukl
不哭	buku
不愧	bukv
捕捞	bulc
不来	buld
不说了	bule
不冷	bulg
不理	buli
不灵	bulk
不良	bull
不料	buln
部落	bulo
补篮	bulj
捕猎	bulp
不留	bulq
逼上梁山	bulu
步履	bulv
不累	bulw
不论	buly
补漏	bulz
不识庐山真面目	bulm
不是吗	buma
不买	bumd
部门	bumf
不忙	bumh
不满	bumj
不明	bumk
不免	bumm
不妙	bumn
不灭	bump
不甚明了	buml
不能	bung
不难	bunj
不怕	bupa
补品	bupb
布匹	bupi
不平	bupk
补票	bupn
不配	bupw
不胜其烦	buqf
白手起家	buqj
步枪	buql
不巧	buqn
不求	buqq
不全	buqr
不缺	buqt
不去	buqu
冰释前嫌	buqx
不热	bure
不忍	burf
不让	burh
不日	buri
不然	burj
不容	burs
不如	buru
不胜荣幸	burx
不算	busr
不死	busi
不送	buss
不疼	butg
不提	buti
不识抬举	butj
不停	butk
不妥	buto
补贴	butp
不同	buts
不图	butu
捕杀	buua
不少	buuc
不慎	buuf
不胜	buug
补上	buuh
不是	buui
不爽	buul
不说	buuo
部署	buuu
补水	buuv
不识时务	buuw
不顺	buuy
部首	buuz
不舍	buue
不是省油的灯	buud
布衫	buuj
不失时机	buuj
部长	buvh
布置	buvi
捕捉	buvo
饱食终日	buvr
补助	buvu
不时之需	buvx
不准	buvy
步骤	buvz
不外	buwd
不问	buwf
不忘	buwh
不玩	buwj
榜上无名	buwm
不无	buwu
部位	buww
必输无疑	buwy
不是问题	buwt
不信	buxb
不学	buxt
不惜	buxi
不行	buxk
不想	buxl
不限	buxm
不孝	buxn
不屑	buxp
补休	buxq
不许	buxu
部下	buxx
不逊	buxy
博士学位	buxw
不雅	buya
不要	buyc
不是一个	buyg
不应	buyk
冰山一角	buyj
榜上有名	buym
不是鱼死，就是网破	buyp
不愿	buyr
不用	buys
不悦	buyt
不予	buyu
背水一战	buyv
败事有余	buyy
不由	buyz
不在	buzd
步子	buzi
不做	buzo
不足	buzu
不知不觉	bvbj
包治百病	bvbb
百战不殆	bvbd
百折不回	bvbh
不折不扣	bvbk
保质保量	bvbl
百折不挠	bvbn
百战百胜	bvbu
半遮半掩	bvby
不知道	bvdc
不知道了	bvdl
不知道为什么	bvdm
不值得	bvde
不着调	bvdn
不战而屈人之兵	bveb
不战而胜	bveu
辩证法	bvfa
本职工作	bvgz
不折腾	bvtg
不中听	bvtk
屏住呼吸	bvhx
不知好歹	bvhd
白纸黑字	bvhz
不着痕迹	bvhj
不支持	bvii
扮猪吃老虎	bvih
保证金	bvjb
不知就里	bvjl
避重就轻	bvjq
不知进退	bvjt
不知廉耻	bvli
不置可否	bvkf
不知名	bvmk
不撞南墙不回头	bvnt
不值钱	bvqm
不知其二	bvqe
不知去向	bvqx
保质期	bvqi
不知情	bvqk
不知趣	bvqu
不正确	bvqt
不知轻重	bvqv
不知其所以然	bvqr
班主任	bvrf
宾至如归	bvrg
不知肉味	bvrw
不知所措	bvsc
不知所终	bvsv
不知所云	bvsy
不知天高地厚	bvth
不只是	bvui
不知深浅	bvuq
不知生死	bvus
标志着	bvve
必争之地	bvvd
不正之风	bvvf
伯仲之间	bvvj
不治之症	bvvv
不知者不罪	bvvz
不知为何	bvwh
不知为不知	bvwv
标志性	bvxk
不知羞耻	bvxi
不至于吧	bvyb
不止一次	bvyc
不值一提	bvyt
不值一哂	bvyu
白纸一张	bvyv
不值一文	bvyw
报之以李	bvyl
秉烛夜游	bvyy
敝帚自珍	bvzv
悲哀	bwai
备案	bwan
背包	bwbc
不温不火	bwbh
卑鄙	bwbi
百闻不如一见	bwbj
北边	bwbm
北部	bwbu
不闻不问	bwbw
悲惨	bwcj
悲催	bwcv
不枉此行	bwcx
不稳定	bwdk
北大	bwda
被盗	bwdc
背带	bwdd
被单	bwdj
被动	bwds
背对	bwdv
北斗	bwdz
备份	bwff
北风	bwfg
北方	bwfh
背负	bwfu
北非	bwfw
被告	bwgc
悲歌	bwge
杯盖	bwgd
倍感	bwgj
背光	bwgl
背锅	bwgo
悲观	bwgr
不无关系	bwgx
备好	bwhc
北海	bwhd
悲欢	bwhr
不外乎	bwhu
背后	bwhz
备查	bwia
悲怆	bwil
别无长物	bwiw
悲愁	bwiz
北极	bwji
百无禁忌	bwjj
北京	bwjk
卑贱	bwjm
悲剧	bwju
北郊	bwjn
倍加	bwjx
保外就医	bwjy
备考	bwkc
背靠	bwkc
备课	bwke
悲苦	bwku
被困	bwky
被扣	bwkz
不问可知	bwkv
贝勒	bwle
背离	bwli
悲凉	bwll
卑劣	bwlp
北路	bwlu
蓓蕾	bwlw
悖论	bwly
惫懒	bwlj
北门	bwmf
悲鸣	bwmk
背面	bwmm
北美	bwmw
贝宁	bwnk
北欧	bwou
背叛	bwpj
北平	bwpk
被骗	bwpm
被迫	bwpo
包围圈	bwqr
背起	bwqi
北区	bwqu
博闻强记	bwqj
悲情	bwqk
被抢	bwql
悲切	bwqp
博闻强识	bwqv
不畏强暴	bwqb
被褥	bwru
不为人知	bwrv
背诵	bwss
别无所求	bwsq
不为所动	bwsd
悲痛	bwts
被套	bwtc
悲叹	bwtj
别无他途	bwtt
贝塔	bwta
被偷	bwtz
备胎	bwtd
别无他物	bwtw
别无他法	bwtf
被杀	bwua
悲伤	bwuh
背书	bwuu
备受	bwuz
背着	bwve
北站	bwvj
悲壮	bwvl
备注	bwvu
卑职	bwvi
不务正业	bwvy
比武招亲	bwvq
碑文	bwwf
备忘	bwwh
被窝	bwwo
不为瓦全	bwwq
卑微	bwww
布娃娃	bwwa
不为五斗米折腰	bwwy
背心	bwxb
悲喜	bwxi
背向	bwxl
备选	bwxr
别无选择	bwxz
备用	bwys
霸王硬上弓	bwyg
北洋	bwyh
背影	bwyk
北约	bwyt
百无一用是书生	bwyu
备孕	bwyy
备有	bwyz
被子	bwzi
倍增	bwzg
白雪皑皑	bxaa
不行吧	bxba
不许百姓点灯	bxbd
白血病	bxbk
不修边幅	bxbf
本乡本土	bxbt
半信半疑	bxby
不虚此行	bxcx
冰雪聪明	bxcm
不晓得	bxde
博学多才	bxdc
不想多说	bxdu
彪形大汉	bxdh
碧血丹心	bxdx
败兴而归	bxeg
不相符	bxfu
变戏法	bxfa
不习惯	bxgr
不惜工本	bxgb
兵行诡道	bxgd
八仙过海	bxgh
白雪公主	bxgv
不喜欢	bxhr
不像话	bxhx
不稀罕	bxhj
不相称	bxif
笔下超生	bxiu
步行街	bxjp
抱薪救火	bxjh
悲喜交集	bxjj
不行了	bxle
必先利其器	bxlq
标新立异	bxly
本小利微	bxlw
不行吗	bxma
不像你	bxni
本性难移	bxny
屏息凝神	bxnu
必需品	bxpb
保修期	bxqi
保险起见	bxqj
败絮其中	bxqv
背信弃义	bxqy
不省人事	bxru
不徇私情	bxsq
八小时	bxui
不相上下	bxux
不祥之兆	bxvv
不希望	bxwh
冰消瓦解	bxwj
不相为谋	bxwm
不学无术	bxwu
不相信	bxxb
不信邪	bxxp
不需要	bxyc
不屑于	bxyu
不幸言中	bxyv
不屑一顾	bxyg
比下有余	bxyy
不肖子孙	bxzs
不一般	bybj
不依不饶	bybr
暴饮暴食	bybu
褒义词	byci
不一定	bydk
比亚迪	bydi
不要当真	bydv
别有洞天	bydt
必要的话	bydh
不用多说	bydu
不翼而飞	byef
不约而同	byet
不言而喻	byey
不一而足	byez
八月份	byff
不由分说	byfu
别有风味	byfw
不应该	bygd
不用管	bygr
必有后福	byhf
必有回响	byhx
不要紧	byjb
不宜久留	byjl
拨云见日	byjr
不用客气	bykq
不要脸	bylm
不予理睬	bylc
不亦乐乎	bylh
饱以老拳	bylq
比翼连枝	bylv
比翼鸟	bynn
布宜诺斯艾利斯	byns
变压器	byqi
不厌其烦	byqf
半夜三更	bysg
避孕套	bytc
别有天地	bytd
白衣天使	bytu
不要说	byuo
比翼双飞	byuf
布衣蔬食	byuu
毕业生	byug
不一致	byvi
不义之财	byvc
布衣之交	byvj
必由之路	byvl
不予置评	byvp
不以为耻	bywi
不远万里	bywl
不以为然	bywr
白玉无瑕	bywx
不以物喜，不以己悲	bywb
不以为意	bywy
不影响	byxl
闭月羞花	byxh
必要性	byxk
不用谢	byxp
便宜行事	byxu
不愿意	byyi
不一样的	byyd
不遗余力	byyl
不亚于	byyu
别有用心	byyx
布依族	byzu
白羊座	byzo
不由自主	byzv
不早不晚	bzbw
不在此列	bzcl
不足挂齿	bzgi
不在乎	bzhu
不在话下	bzhx
不赞成	bzig
不在场	bzih
不在家	bzjx
不做亏心事	bzku
不早了	bzle
不自量力	bzll
笔走龙蛇	bzlu
憋足了劲	bzlj
不怎么	bzme
不怎么样	bzmy
败走麦城	bzmi
八字没一撇	bzmp
摆在面前	bzmq
抱子弄孙	bzns
不足取	bzqu
不在其位	bzqw
不自然	bzrj
不遭人妒是庸才	bzrc
不早说	bzuo
不择手段	bzud
不再是	bzui
不吱声	bzug
不足之处	bzvi
不作为	bzww
不足为外人道	bzwd
不足为据	bzwj
不足为虑	bzwl
不足为凭	bzwp
不足为奇	bzwq
不足为训	bzwx
不足为怪	bzwg
包在我身上	bzwu
奔走相告	bzxg
不足以	bzyi
不在于	bzyu
不足与谋	bzym
不自觉	bzjt
不自在	bzzd
擦边	cabm
擦背	cabw
擦擦	caca
擦掉	cadn
擦干	cagj
擦汗	cahj
擦痕	cahf
残奥会	cahv
擦除	caiu
擦亮	call
擦破	capo
擦伤	cauh
擦身	cauf
擦拭	caui
擦着	cave
擦洗	caxi
残暴不仁	cbbr
残兵败将	cbbj
寸步不离	cbbl
从不曾	cbcg
猜不到	cbdc
残编断简	cbdj
词不达意	cbdy
猝不及防	cbjf
错不了	cbln
才不是	cbui
擦边球	cbqq
残杯冷炙	cblv
寸步难行	cbnx
惨不忍睹	cbrd
慈悲为怀	cbwh
错别字	cbzi
草案	ccan
草包	ccbc
措辞不当	ccbd
草本	ccbf
操办	ccbj
寸草不留	ccbl
参差不齐	ccbq
寸草不生	ccbu
曹操	cccc
参差错落	cccl
草丛	cccs
操刀	ccdc
草地	ccdi
操蛋	ccdj
草垛	ccdo
槽点	ccdm
草堆	ccdv
草稿	ccgc
草根	ccgf
操场	ccih
操持	ccii
草创	ccil
草芥	ccjp
操控	ccks
草寇	cckz
操劳	cclc
操练	cclm
草料	ccln
草草了事	cclu
草绿	cclv
草民	ccmb
草帽	ccmc
草莽	ccmh
糙米	ccmi
匆匆忙忙	ccmm
草木	ccmu
草莓	ccmw
草拟	ccni
残次品	ccpb
草棚	ccpg
操盘	ccpj
草坪	ccpk
草签	ccqm
操起	ccqi
凑凑热闹	ccrn
草图	cctu
草头	cctz
草率	ccuk
草绳	ccug
草草收场	ccui
草书	ccuu
草草收尾	ccuw
操守	ccuz
草纸	ccvi
草屋	ccwu
操心	ccxb
草席	ccxi
草鞋	ccxp
草原	ccyr
草药	ccyc
草叶	ccye
从此以后	ccyh
草约	ccyt
草鱼	ccyu
漕运	ccyy
操作	cczo
嘈杂	ccza
操纵	cczs
财宝	cdbc
彩笔	cdbi
菜板	cdbj
采编	cdbm
猜猜	cdcd
猜测	cdce
菜刀	cddc
彩带	cddd
彩灯	cddg
菜地	cddi
菜单	cddj
裁定	cddk
踩点	cddm
菜墩	cddy
从大到小	cddx
裁缝	cdfg
采访	cdfh
财富	cdfu
采购	cdgz
才干	cdgj
菜根	cdgf
才怪	cdgk
采光	cdgl
菜馆	cdgr
才华	cdhx
才好	cdhc
踩坏	cdhk
彩虹	cdhs
才会	cdhv
财产	cdij
采茶	cdia
裁撤	cdie
猜出	cdiu
财经	cdjk
采集	cdji
裁剪	cdjm
裁决	cdjt
菜价	cdjx
裁军	cdjy
才肯	cdkf
财会	cdkk
采矿	cdkl
菜篮	cdlj
彩铃	cdlk
材料	cdln
才略	cdlt
财路	cdlu
财贸	cdmc
财迷	cdmi
才能	cdng
采纳	cdna
菜农	cdns
菜鸟	cdnn
采暖	cdnr
才女	cdnv
彩排	cdpd
彩喷	cdpf
裁判	cdpj
彩屏	cdpk
菜品	cdpb
彩票	cdpn
裁片	cdpm
菜谱	cdpu
财大气粗	cdqc
才气	cdqi
才情	cdqk
彩桥	cdqn
彩球	cdqq
猜拳	cdqr
采取	cdqu
彩色	cdse
踩死	cdsi
踩踏	cdta
菜汤	cdth
菜摊	cdtj
财团	cdtr
彩图	cdtu
彩头	cdtz
才是	cdui
财神	cduf
财税	cduv
财政	cdvg
彩照	cdvc
采摘	cdvd
踩着	cdve
材质	cdvi
猜中	cdvs
财主	cdvu
财务	cdwu
此地无银三百两	cdwl
此地无银	cdwy
才行	cdxk
菜心	cdxb
猜想	cdxl
踩线	cdxm
才学	cdxt
彩霞	cdxx
采用	cdys
彩印	cdyb
菜肴	cdyc
菜叶	cdye
采样	cdyh
猜疑	cdyi
裁员	cdyr
彩云	cdyy
才有	cdyz
才子	cdzi
侧边	cebm
测测	cece
测定	cedk
策动	ceds
测度	cedu
侧耳	ceer
册封	cefg
策反	cefj
策划	cehx
测绘	cehv
测出	ceiu
测距	ceju
测控	ceks
测量	cell
策略	celt
侧面	cemm
策马	cema
侧门	cemf
侧目	cemu
测评	cepk
恻然	cerj
厕所	ceso
测算	cesr
测速	cesu
测试	ceui
侧身	ceuf
侧睡	ceuv
侧重	cevs
侧卧	cewo
测验	ceyj
恻隐	ceyb
侧翼	ceyi
策应	ceyk
册子	cezi
参差	cfci
涔涔	cfcf
餐风宿露	cfsl
餐风饮露	cfyl
层高	cggc
才高八斗	cgbd
层次	cgci
层层	cgcg
层叠	cgdp
从古到今	cgdj
曾对	cgdv
踩过界	cgjp
曾经	cgjk
层级	cgji
错过了	cgle
残羹冷炙	cglv
层面	cgmm
曾任	cgrf
曾是	cgui
曾说	cguo
残羹剩饭	cguf
从古至今	cgvj
菜过五味	cgww
曾有	cgyz
挫骨扬灰	cgyh
曾在	cgzd
苍白	chbd
藏宝	chbc
残花败柳	chbl
苍苍	chch
仓促	chcu
苍翠	chcv
采花大盗	chdd
从何而来	chel
聪慧过人	chgr
沧海	chhd
藏好	chhc
仓皇	chhl
才华横溢	chhy
仓储	chiu
仓皇出逃	chit
才华出众	chiv
催化剂	chji
仓颉	chjp
仓库	chku
苍老	chlc
苍凉	chll
苍茫	chmh
舱门	chmf
藏匿	chni
舱内	chnw
错恨难返	chnf
藏品	chpb
苍穹	chqs
沧桑	chsh
藏私	chsi
苍松	chss
沧海桑田	chst
苍天	chtm
藏书	chuu
仓皇失措	chuc
藏身	chuf
苍生	chug
苍山	chuj
从何说起	chuq
藏着	chve
藏拙	chvo
仓位	chww
苍蝇	chyk
沧海一粟	chys
沧海遗珠	chyv
存乎一心	chyx
藏在	chzd
此话怎讲	chzj
慈爱	ciai
此岸	cian
此唱彼和	cibh
辞别	cibp
层出不穷	cibq
慈悲	cibw
刺鼻	cibi
此次	cici
刺刀	cidc
磁带	cidd
粗茶淡饭	cidf
此地	cidi
词典	cidm
辞掉	cidn
刺耳	cier
此番	cifj
次方	cifh
赐福	cifu
赐给	cigw
